id,latitude,longitude
3297,40.6686627,-73.97988067
3298,40.686371,-73.99383324
3299,40.78813,-73.95206
3300,40.66514682,-73.97637606
3301,40.7919557,-73.968087
3302,40.7969347,-73.96434123
3303,40.6849894,-73.99440329
3304,40.668127,-73.98377641
3305,40.7811223,-73.94965589
3306,40.6662078,-73.98199886
3307,40.7941654,-73.974124
3308,40.6861758,-73.99645295
3309,40.7859201,-73.94860294
3310,40.663779,-73.98396846
3311,40.68763155,-74.0016256
3312,40.7817212,-73.94594
3313,40.6663181,-73.9854617
3314,40.7937704,-73.971888
3315,40.6847514,-73.99917254
3317,40.6686273,-73.98700053
3318,40.7839636,-73.9471673
3319,40.666287,-73.98895053
3320,40.79406661,-73.96286845
3321,40.6831164,-73.99785267
3322,40.668603,-73.9904394
3323,40.7981856,-73.9605909
3324,40.6685455,-73.99333264
3326,40.67434,-74.00194698
3327,40.7877214,-73.94728331
3328,40.795,-73.9645
3329,40.6829151,-73.99318208
3330,40.6725058,-74.00494695
3331,40.8013434,-73.97114574
3332,40.68199044,-73.99079025
3333,40.6747055,-74.0075572
3335,40.6772744,-73.98282002
3336,40.787801,-73.953559
3337,40.67363551,-74.01195556
3338,40.7862586,-73.94552579
3339,40.6765304,-73.97846879
3340,40.6753274,-74.0100698
3341,40.795346,-73.96186
3342,40.6777748,-74.0094613
3343,40.7997568,-73.96211287
3344,40.679043,-74.011169
3345,40.78948542,-73.95242929
3346,40.67514684,-73.97523209
3347,40.6773429,-74.01275056
3348,40.677236,-74.015665
3349,40.6729679,-73.97087984
3350,40.7973721,-73.97041192
3351,40.7869946,-73.94164802
3352,40.67267243,-74.00879525
3354,40.668132,-73.97363831
3355,40.76800889,-73.96845281
3356,40.7746671,-73.98470567
3357,40.8008363,-73.96644925
3358,40.6711978,-73.97484126
3359,40.7691572,-73.96703464
3360,40.7829391,-73.9786517
3361,40.6740886,-73.9787282
3362,40.7781314,-73.96069399
3363,40.7904828,-73.95033068
3364,40.6751622,-73.9814832
3365,40.6703837,-73.97839676
3366,40.8021174,-73.96818053
3367,40.7922553,-73.95249933
3368,40.6728155,-73.98352355
3369,40.7724607,-73.9468208
3370,40.7727966,-73.95577801
3371,40.67461342,-73.98501143
3372,40.7689738,-73.95482273
3373,40.6750705,-73.98775226
3374,40.799484,-73.955613
3375,40.7699426,-73.96060712
3376,40.76471852,-73.9622207
3377,40.6786115,-73.99037292
3378,40.773763,-73.96222088
3379,40.7903051,-73.94755757
3381,40.6777287,-73.99364123
3382,40.680611,-73.99475825
3383,40.804213,-73.96699104
3384,40.6787242,-73.99599099
3386,40.6809591,-73.99905709
3387,40.7934337,-73.94945003
3388,40.6828003,-73.99990419
3389,40.6830456,-74.00348559
3390,40.79329668,-73.9432083
3391,40.7892529,-73.93956237
3392,40.6812117,-74.00860912
3393,40.6794327,-74.00785041
3394,40.6769993,-74.00647134
3396,40.6783563,-74.00014502
3397,40.6763947,-73.99869893
3398,40.6746957,-73.99785768
3399,40.67260298,-73.98983002
3400,40.7961535,-73.94782145
3401,40.6724811,-73.99331394
3402,40.6902375,-73.99203074
3403,40.6705135,-73.98876585
3404,40.6704922,-73.98541675
3405,40.6704836,-73.98208968
3407,40.679098,-73.98765475
3408,40.6881529,-73.99520919
3409,40.6867443,-73.99063168
3410,40.6864442,-73.98759104
3411,40.6849668,-73.98620772
3412,40.6853761,-73.98302136
3413,40.6827549,-73.98258555
3414,40.68094472,-73.97567332
3415,40.6793307,-73.97519523
3417,40.6795766,-73.97854971
3418,40.6750207,-73.97111473
3419,40.6792788,-73.98154004
3420,40.6802133,-73.98432695
3421,40.6843549,-73.98901629
3422,40.6859296,-74.00242364
3423,40.66106337,-73.97945255
3424,40.791976,-73.945993
3425,40.7892105,-73.94370784
3427,40.72430527,-73.99600983
3429,40.68506807,-73.9779076
3430,40.71907891,-73.9422369
3431,40.746524,-73.977885
3434,40.79025417,-73.9771834
3435,40.718822,-73.99596
3437,40.79313481,-73.97700369
3438,40.77224854,-73.95842135
3440,40.69241829,-73.98949474
3443,40.76132983,-73.97982001
3447,40.76703432,-73.9562273
3449,40.72146256,-73.94800901
3452,40.71915572,-73.94885391
3453,40.71335226,-73.94910336
3454,40.71036854,-73.94705951
3456,40.71638032,-73.94821286
3457,40.76302594,-73.97209525
3458,40.76309387,-73.97835016
3459,40.75763228,-73.96930575
3461,40.71485151,-74.01122332
3462,40.75118387,-73.97138715
3463,40.73536706,-73.98797393
3466,40.75668721,-73.98257732
3467,40.72494672,-74.00165856
3469,40.73181402,-73.95995021
3472,40.74275383,-74.00747359
3474,40.7252557,-74.00412083
3476,40.72576997,-73.9507395
3477,40.65539977,-74.01062787
3478,40.65708867,-74.00870204
3479,40.6851256,-74.02535319
3481,40.71649,-74.04105
3483,40.71942,-74.05099
3486,40.68841743,-73.98451656
3489,40.71069995,-74.00354147
3490,40.796879,-73.937261
3491,40.79747,-73.93504
3492,40.8005385,-73.9419949
3493,40.799139,-73.9389152
3494,40.797911,-73.9423
3495,40.7945663,-73.9362541
3496,40.7923272,-73.9383
3497,40.7949879,-73.9333349
3498,40.7974772,-73.9311847
3499,40.8006721,-73.9349
3500,40.7989445,-73.944846
3501,40.8014866,-73.9442507
3502,40.7954121,-73.9441232
3503,40.80295,-73.942954
3504,40.8029263,-73.9379
3505,40.805726,-73.936322
3506,40.8013066,-73.9398167
3507,40.8045555,-73.9396861
3508,40.809725,-73.953149
3509,40.8011939,-73.9500739
3510,40.8078316,-73.949373
3511,40.802535,-73.9532423
3512,40.7747175,-73.9337894
3513,40.774645,-73.923706
3514,40.7767,-73.927631
3515,40.774591,-73.918544
3516,40.7699176,-73.9184057
3517,40.7711528,-73.9170074
3518,40.808442,-73.9452087
3519,40.764258,-73.911239
3520,40.804372,-73.951475
3521,40.7987859,-73.9523
3522,40.7701477,-73.9120938
3523,40.7729,-73.916142
3524,40.7774552,-73.9225403
3525,40.776165,-73.9153175
3526,40.7747878,-73.9125551
3527,40.80698,-73.941747
3528,40.7713937,-73.9077436
3529,40.8107922,-73.9430681
3530,40.7787185,-73.9145645
3531,40.8125511,-73.9492286
3532,40.78145,-73.9183302
3533,40.8114323,-73.9518776
3534,40.805159,-73.954692
3535,40.804038,-73.945925
3536,40.8082,-73.9641
3537,40.6809741,-73.9710097
3538,40.802692,-73.96295
3539,40.8067581,-73.9607082
3540,40.81,-73.9551508
3541,40.813358,-73.956461
3542,40.8086249,-73.9596214
3543,40.81028506,-73.95736456
3544,40.6804836,-73.9646795
3545,40.8120562,-73.9612547
3546,40.6791944,-73.9587903
3547,40.8143256,-73.9590255
3549,40.678045,-73.962408
3551,40.795508,-73.941606
3552,40.805973,-73.964928
3553,40.801694,-73.957145
3554,40.7552433,-73.9485678
3555,40.751047,-73.93797
3556,40.7527085,-73.9397405
3557,40.75742,-73.945133
3558,40.6794388,-73.9680438
3559,40.7576314,-73.9391224
3560,40.754876,-73.934326
3561,40.7531106,-73.9279917
3562,40.6765198,-73.9596082
3563,40.757186,-73.932719
3564,40.7601853,-73.9362726
3565,40.7614376,-73.9411265
3566,40.7596276,-73.9321455
3567,40.7627442,-73.9391141
3568,40.7569332,-73.9262231
3569,40.6758324,-73.9561677
3570,40.7557327,-73.9236611
3571,40.676368,-73.952918
3572,40.756913,-73.921631
3573,40.7580583,-73.9242751
3574,40.6769694,-73.96579
3575,40.76108,-73.930562
3576,40.6767,-73.969024
3577,40.7628138,-73.9342862
3578,40.6741806,-73.9564947
3579,40.672695,-73.954131
3580,40.6737236,-73.9631611
3581,40.6740123,-73.9671457
3582,40.6721683,-73.9609
3583,40.6716493,-73.9631145
3584,40.6707767,-73.9576801
3585,40.6691783,-73.9554162
3586,40.7638753,-73.9364848
3587,40.6686744,-73.9618148
3588,40.7671863,-73.9373554
3589,40.7668,-73.9347774
3590,40.6679411,-73.9588
3591,40.7659,-73.930819
3592,40.7633589,-73.9286471
3593,40.761584,-73.925921
3595,40.760339,-73.9222427
3596,40.6642406,-73.9574686
3597,40.7577284,-73.9166368
3598,40.7595701,-73.9142678
3599,40.66314,-73.9605695
3601,40.6627059,-73.9569115
3602,40.763154,-73.920827
3603,40.7647,-73.9240312
3604,40.6630619,-73.9538746
3605,40.7658346,-73.9265474
3606,40.74252,-73.948852
3607,40.7682,-73.9322662
3608,40.7423737,-73.9566
3609,40.7692475,-73.9354504
3610,40.770845,-73.934171
3611,40.7449067,-73.9534573
3612,40.7703743,-73.9286078
3613,40.745038,-73.957539
3614,40.768692,-73.9249574
3615,40.748,-73.9460927
3616,40.7656251,-73.9136695
3617,40.7671,-73.9169858
3618,40.7485,-73.941275
3619,40.7713615,-73.9246145
3620,40.7519071,-73.9479119
3621,40.7739825,-73.9309134
3622,40.80756,-73.939182
3623,40.8109494,-73.9634
3625,40.7525758,-73.9364281
3628,40.8025566,-73.9490782
3629,40.80949535,-73.94776493
3630,40.8038654,-73.9559308
3631,40.666563,-73.956741
3632,40.72804857,-73.9788115
3635,40.75462324,-73.99516761
3637,40.68323865,-73.96599591
3638,40.7242941,-74.0354826
3639,40.7192517,-74.034234
3640,40.73367,-74.0625
3641,40.74286877,-73.98918629
3646,40.76315482,-73.9398551
3647,40.74128309,-73.93725872
3648,40.69795032,-73.9707756
3649,40.81439444,-73.95324737
3653,40.75820465,-73.9283216
3654,40.75186951,-73.9334929
3656,40.72307749,-73.98583621
3658,40.74353373,-74.00367558
3659,40.74294892,-74.00413692
3660,40.74102151,-74.00138497
3661,40.66643931,-73.96055639
3662,40.7612939,-73.91691685
3663,40.67716489,-73.97382796
3664,40.72019521,-74.01030064
3666,40.76642553,-73.92062902
3668,40.72395678,-73.94984365
3669,40.67630358,-74.00314048
3671,40.77477945,-73.95427465
3673,40.67759207,-73.95563722
3674,40.70140317,-73.9867267
3675,40.7845968,-73.94968539
3676,40.67583294,-74.01472628
3677,40.72755147,-74.07106072
3678,40.72572614,-74.07195926
3679,40.72210379,-74.071455
3680,40.75412081,-73.98025185
3681,40.71517768,-74.03768331
3684,40.73756121,-74.00398269
3686,40.7394482,-74.00507033
3687,40.74322681,-73.97449784
3688,40.75792021,-73.96638215
3689,40.79904139,-73.9664948
3691,40.76408932,-73.91065121
3692,40.69999748,-73.97440128
3693,40.72248189,-73.95921931
3432,40.66906014,-73.99463654
385,40.75797322,-73.96603308
3245,40.65594918,-74.00835872
395,40.68807003,-73.98410637
3111,40.7258483,-73.95064893
3428,40.740983,-74.001702
3257,40.77376867,-73.97116989
